"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",-7.49625491444348,-5.10602293274651,6.25429656766514,1.4539816653618,4.17870034836607,-3.81308196049427,-4.25832290178939,0.232875212303493,1.88188057490614,-6.45452884882867
"2",7.59262431965186,-3.02982726147552,0.827423878668457,-7.87181861404692,-5.46873829088609,7.2145908905617,4.555721137118,-5.42912697670463,3.39701930770255,9.18372895676942
"3",-2.21237099061325,5.41625528630342,3.71731419700523,-0.71682933252929,-6.22988802174061,-0.661649830930854,6.48652913969145,2.97369603225314,-7.08243330603181,3.71336669787456
"4",3.51160607252285,3.94955078553879,-1.90950725549773,-1.48807860289774,-0.820903630310727,-3.87406024030302,-2.30160696997376,-7.39428885531592,-4.87999846101467,3.20173038198122
"5",-1.75984996706933,0.238503872276433,5.52806123380416,2.97528740707008,-5.31683208924592,3.34378987773842,-0.883234882556677,-15.4162590521364,-2.12262723884902,-1.03736534502686
"6",6.87413578514737,-5.55604504032815,2.38365669655389,3.25669165436207,4.29603505550566,3.46010018084358,-2.10736947755556,-6.20280817992143,4.58949286157838,11.2574738978836
"7",-4.59473048112415,-9.96777287199753,5.78446892210356,-1.01128495269737,0.433670016719689,4.97981214180178,1.57089448594009,4.56800474850712,-4.23252853546951,0.210988064884985
"8",-3.39099033302012,6.13672088409301,-1.45478124279253,-6.04180589841409,2.08658164092291,-5.86415263614732,-6.31008353883706,5.69462005096274,5.62376906571545,-4.13626277116742
"9",-7.85446333915985,-1.89198440296733,-2.47650885616854,2.23659340716791,-6.85371826924791,8.66151911252704,1.84859440890972,-3.95016626607059,11.5898465642706,-4.6327809826698
"10",-3.84006349660238,-2.21275248660223,-1.94677502492351,-9.82535416466523,-1.34384419366291,1.66065454718574,0.47405936815489,7.55907560778441,1.29581245991194,-2.91225097813038
"11",-2.40038327802445,-4.30558748340367,0.750110821579191,-2.09598384824581,0.525955890214315,-3.48304750236742,1.32779743243356,1.62778184307777,3.41702131031161,2.226768455898
"12",7.46664549397198,-0.661908910332479,-2.18464150022313,-1.31890982403343,-11.2168429704254,1.44265376385012,-4.70524578769404,1.23718645497074,11.8160473018889,-1.47848003235632
"13",9.16988347727527,-2.08932199202327,9.05549240696043,-5.9889330644598,1.13175684348057,4.61917815189267,-1.43933159415697,-1.05776432873201,2.97338408513783,-8.31723291103351
"14",5.85487767124822,8.32352181829441,-3.80722199642672,-1.43127152604155,3.99300808509424,0.408011172543137,7.5145141999956,4.14195446369991,4.36226470013039,-1.80068349026425
"15",6.30298315918897,-10.9111482368468,-3.60324148993857,3.32988776877539,1.81276929256676,0.167039974869451,-5.97411020498839,2.38163573148206,-1.14547924063429,-0.733399677422347
"16",8.06047109489778,0.967765369037067,-0.00203798781758071,-8.32352413806102,1.46565036554244,-1.98284826995422,-7.7141087567822,-9.39149766427031,-5.77619216417712,-1.65048495227972
